zip_code,year,month,eto_in,precip_in
92028,2018,10,3.97,0
92028,2018,11,2.9,0
92028,2018,12,2.06,0
92082,2018,1,2.83,0
92082,2018,2,3.0,0
92082,2018,3,3.79,0
92082,2018,4,5.4,0
92082,2018,5,5.39,0
92082,2018,6,6.8,0
92082,2018,7,7.61,0
92082,2018,8,7.0600000000000005,0
92082,2018,9,5.46,0
92082,2018,10,4.03,0
92082,2018,11,2.93,0
92082,2018,12,2.06,0
92086,2018,1,2.56,0
92086,2018,2,2.77,0
92086,2018,3,3.91,0
92086,2018,4,5.8,0
92086,2018,5,6.3100000000000005,0
92086,2018,6,7.41,0
92086,2018,7,7.78,0
92086,2018,8,7.41,0
92086,2018,9,5.87,0
92086,2018,10,4.11,0
92086,2018,11,2.76,0
92086,2018,12,1.88,0
93543,2018,1,2.58,0
93543,2018,2,3.0,0
93543,2018,3,3.61,0
93543,2018,4,5.87,0
93543,2018,5,6.6,0
93543,2018,6,8.1,0
93543,2018,7,8.75,0
93543,2018,8,8.36,0
93543,2018,9,6.45,0
93543,2018,10,4.3100000000000005,0
93543,2018,11,2.98,0
93543,2018,12,1.92,0
93551,2018,1,2.55,0
93551,2018,2,3.09,0
93551,2018,3,3.62,0
93551,2018,4,5.98,0
93551,2018,5,6.62,0
93551,2018,6,8.3,0
93551,2018,7,9.15,0
93551,2018,8,8.59,0
93551,2018,9,6.6000000000000005,0
93551,2018,10,4.54,0
93551,2018,11,3.12,0
93551,2018,12,2.02,0
92274,2018,1,2.82,0
92274,2018,2,3.27,0
92274,2018,3,4.94,0
92274,2018,4,7.54,0
92274,2018,5,8.57,0
92274,2018,6,9.34,0
92274,2018,7,9.61,0
92274,2018,8,9.06,0
92274,2018,9,7.1,0
92274,2018,10,4.86,0
92274,2018,11,3.0500000000000003,0
92274,2018,12,2.12,0
93401,2018,1,1.98,0
93401,2018,2,2.75,0
93401,2018,3,2.97,0
93401,2018,4,4.640000000000001,0
93401,2018,5,5.13,0
93401,2018,6,6.13,0
93401,2018,7,6.75,0
93401,2018,8,6.19,0
93401,2018,9,4.7700000000000005,0
93401,2018,10,3.75,0
93401,2018,11,2.5700000000000003,0
93401,2018,12,1.73,0
93402,2018,1,2.05,0
93402,2018,2,2.74,0
93402,2018,3,2.88,0
93402,2018,4,4.35,0
93402,2018,5,4.68,0
93402,2018,6,5.47,0
93402,2018,7,5.92,0
93402,2018,8,5.5200000000000005,0
93402,2018,9,4.29,0
93402,2018,10,3.44,0
93402,2018,11,2.3,0
93402,2018,12,1.59,0
93405,2018,1,1.99,0
93405,2018,2,2.76,0
93405,2018,3,2.94,0
93405,2018,4,4.57,0
93405,2018,5,5.01,0
93405,2018,6,5.95,0
93405,2018,7,6.64,0
93405,2018,8,6.03,0
93405,2018,9,4.73,0
93405,2018,10,3.73,0
93405,2018,11,2.61,0
93405,2018,12,1.73,0
93430,2018,1,1.95,0
93430,2018,2,2.77,0
93430,2018,3,2.91,0
93430,2018,4,4.5,0
93430,2018,5,5.03,0
93430,2018,6,5.84,0
93430,2018,7,6.430000000000001,0
93430,2018,8,5.88,0
93430,2018,9,4.54,0
93430,2018,10,3.6,0
93430,2018,11,2.54,0
93430,2018,12,1.62,0
93444,2018,1,2.13,0
93444,2018,2,2.75,0
93444,2018,3,3.03,0
93444,2018,4,4.57,0
93444,2018,5,4.97,0
93444,2018,6,5.88,0
93444,2018,7,6.54,0
93444,2018,8,5.95,0
93444,2018,9,4.54,0
93444,2018,10,3.74,0
93444,2018,11,2.57,0
93444,2018,12,1.83,0
93452,2018,1,1.96,0
93452,2018,2,2.73,0
93452,2018,3,2.83,0
93452,2018,4,4.22,0
93452,2018,5,4.67,0
93452,2018,6,5.43,0
93452,2018,7,5.88,0
93452,2018,8,5.37,0
93452,2018,9,4.21,0
93452,2018,10,3.38,0
93452,2018,11,2.43,0
93452,2018,12,1.51,0
93454,2018,1,2.1,0
93454,2018,2,2.76,0
93454,2018,3,3.03,0
93454,2018,4,4.76,0
93454,2018,5,5.22,0
93454,2018,6,6.33,0
93454,2018,7,7.09,0
93454,2018,8,6.42,0
93454,2018,9,4.94,0
93454,2018,10,3.84,0
93454,2018,11,2.58,0
93454,2018,12,1.75,0
93560,2018,1,2.48,0
93560,2018,2,3.13,0
93560,2018,3,3.79,0
93560,2018,4,6.2700000000000005,0
93560,2018,5,7.24,0
93560,2018,6,8.92,0
93560,2018,7,9.59,0
93560,2018,8,9.17,0
93560,2018,9,7.04,0
93560,2018,10,4.66,0
93560,2018,11,3.12,0
93560,2018,12,1.92,0
91917,2018,1,2.61,0
91917,2018,2,2.83,0
91917,2018,3,3.8,0
91917,2018,4,5.24,0
91917,2018,5,5.51,0
91917,2018,6,6.51,0
91917,2018,7,7.03,0
91917,2018,8,6.91,0
91917,2018,9,5.25,0
91917,2018,10,3.95,0
91917,2018,11,2.87,0
91917,2018,12,1.93,0
92036,2018,1,2.5700000000000003,0
92036,2018,2,2.78,0
92036,2018,3,4.05,0
92036,2018,4,5.91,0
92036,2018,5,6.55,0
92036,2018,6,7.48,0
92036,2018,7,7.88,0
92036,2018,8,7.63,0
92036,2018,9,5.99,0
92036,2018,10,4.2700000000000005,0
92036,2018,11,2.8200000000000003,0
92036,2018,12,1.89,0
92057,2018,1,2.92,0
92057,2018,2,3.04,0
92057,2018,3,3.65,0
92057,2018,4,4.93,0
92057,2018,5,4.87,0
92057,2018,6,5.81,0
92057,2018,7,7.1000000000000005,0
92057,2018,8,6.4,0
92057,2018,9,4.7700000000000005,0
92057,2018,10,3.9,0
92057,2018,11,2.9,0
92057,2018,12,2.07,0
92069,2018,1,2.84,0
92069,2018,2,3.01,0
92069,2018,3,3.68,0
92069,2018,4,5.05,0
92069,2018,5,4.85,0
92069,2018,6,6.11,0
92069,2018,7,7.18,0
92069,2018,8,6.57,0
92069,2018,9,4.96,0
92069,2018,10,3.94,0
92069,2018,11,2.93,0
92069,2018,12,2.03,0
92070,2018,1,2.63,0
92070,2018,2,2.77,0
92070,2018,3,3.82,0
92070,2018,4,5.61,0
92070,2018,5,5.9,0
92070,2018,6,7.14,0
92070,2018,7,7.67,0
92070,2018,8,7.34,0
92070,2018,9,5.73,0
92070,2018,10,4.05,0
92070,2018,11,2.8,0
92070,2018,12,1.92,0
92091,2018,1,2.81,0
92091,2018,2,2.97,0
92091,2018,3,3.59,0
92091,2018,4,4.73,0
92091,2018,5,4.55,0
92091,2018,6,5.4,0
92091,2018,7,6.64,0
92091,2018,8,6.1,0
92091,2018,9,4.42,0
92091,2018,10,3.77,0
92091,2018,11,2.85,0
92091,2018,12,2.01,0
92128,2018,1,2.85,0
92128,2018,2,2.99,0
92128,2018,3,3.77,0
92128,2018,4,5.03,0
92128,2018,5,4.93,0
92128,2018,6,6.11,0
92128,2018,7,7.15,0
92128,2018,8,6.57,0
92128,2018,9,4.95,0
92128,2018,10,3.88,0
92128,2018,11,2.93,0
92128,2018,12,2.03,0
92236,2018,1,2.89,0
92236,2018,2,3.37,0
92236,2018,3,4.9,0
92236,2018,4,7.6,0
92236,2018,5,8.66,0
92236,2018,6,9.54,0
92236,2018,7,9.76,0
92236,2018,8,9.08,0
92236,2018,9,7.24,0
92236,2018,10,4.87,0
92236,2018,11,3.08,0
92236,2018,12,2.21,0
92254,2018,1,2.81,0
92254,2018,2,3.37,0
92254,2018,3,4.98,0
92254,2018,4,7.69,0
92254,2018,5,8.73,0
92254,2018,6,9.43,0
92254,2018,7,9.75,0
92254,2018,8,9.09,0
92254,2018,9,7.2,0
92254,2018,10,4.91,0
92254,2018,11,3.04,0
92254,2018,12,2.14,0
91906,2018,1,2.49,0
91906,2018,2,2.71,0
91906,2018,3,3.91,0
91906,2018,4,5.61,0
91906,2018,5,6.13,0
91906,2018,6,7.09,0
91906,2018,7,7.43,0
91906,2018,8,7.38,0
91906,2018,9,5.640000000000001,0
91906,2018,10,4.08,0
91906,2018,11,2.75,0
91906,2018,12,1.85,0
91935,2018,1,2.63,0
91935,2018,2,2.83,0
91935,2018,3,3.75,0
91935,2018,4,5.16,0
91935,2018,5,5.35,0
91935,2018,6,6.38,0
91935,2018,7,7.03,0
91935,2018,8,6.8100000000000005,0
91935,2018,9,5.2,0
91935,2018,10,3.97,0
91935,2018,11,2.85,0
91935,2018,12,1.91,0
91963,2018,1,2.5500000000000003,0
91963,2018,2,2.79,0
91963,2018,3,3.85,0
91963,2018,4,5.39,0
91963,2018,5,5.78,0
91963,2018,6,6.73,0
91963,2018,7,7.24,0
91963,2018,8,7.1,0
91963,2018,9,5.41,0
91963,2018,10,3.99,0
91963,2018,11,2.81,0
91963,2018,12,1.9,0
92026,2018,1,2.84,0
92026,2018,2,3.0,0
92026,2018,3,3.74,0
92026,2018,4,5.17,0
92026,2018,5,5.04,0
92026,2018,6,6.37,0
92026,2018,7,7.32,0
92026,2018,8,6.71,0
92026,2018,9,5.14,0
92026,2018,10,3.96,0
92026,2018,11,2.93,0
92026,2018,12,2.04,0
92027,2018,1,2.84,0
92027,2018,2,2.98,0
92027,2018,3,3.79,0
92027,2018,4,5.32,0
92027,2018,5,5.32,0
92027,2018,6,6.6,0
92027,2018,7,7.5,0
92027,2018,8,6.95,0
92027,2018,9,5.3100000000000005,0
92027,2018,10,4.0200000000000005,0
92027,2018,11,2.95,0
92027,2018,12,2.01,0
92061,2018,1,2.82,0
92061,2018,2,2.94,0
92061,2018,3,3.85,0
92061,2018,4,5.54,0
92061,2018,5,5.67,0
92061,2018,6,7.13,0
92061,2018,7,7.84,0
92061,2018,8,7.36,0
92061,2018,9,5.73,0
92061,2018,10,4.12,0
92061,2018,11,2.94,0
92061,2018,12,2.03,0
92064,2018,1,2.82,0
92064,2018,2,2.98,0
92064,2018,3,3.7,0
92064,2018,4,5.07,0
92064,2018,5,5.01,0
92064,2018,6,6.19,0
92064,2018,7,7.15,0
92064,2018,8,6.63,0
92064,2018,9,4.97,0
92064,2018,10,3.91,0
92064,2018,11,2.92,0
92064,2018,12,2.0,0
92065,2018,1,2.76,0
92065,2018,2,2.92,0
92065,2018,3,3.83,0
92065,2018,4,5.43,0
92065,2018,5,5.6,0
92065,2018,6,6.81,0
92065,2018,7,7.51,0
92065,2018,8,7.11,0
92065,2018,9,5.51,0
92065,2018,10,4.04,0
92065,2018,11,2.88,0
92065,2018,12,2.01,0
92084,2018,1,2.92,0
92084,2018,2,3.04,0
92084,2018,3,3.69,0
92084,2018,4,5.06,0
92084,2018,5,4.86,0
92084,2018,6,6.08,0
92084,2018,7,7.26,0
92084,2018,8,6.6,0
92084,2018,9,4.95,0
92084,2018,10,3.95,0
92084,2018,11,2.93,0
92084,2018,12,2.06,0
92503,2018,1,2.92,0
92503,2018,2,3.18,0
92503,2018,3,3.83,0
92503,2018,4,5.73,0
92503,2018,5,5.82,0
92503,2018,6,7.49,0
92503,2018,7,8.5,0
92503,2018,8,7.67,0
92503,2018,9,6.07,0
92503,2018,10,4.22,0
92503,2018,11,3.0,0
92503,2018,12,1.99,0
92536,2018,1,2.73,0
92536,2018,2,2.92,0
92536,2018,3,3.96,0
92536,2018,4,5.8500000000000005,0
92536,2018,5,6.33,0
92536,2018,6,7.62,0
92536,2018,7,8.11,0
92536,2018,8,7.68,0
92536,2018,9,6.14,0
92536,2018,10,4.23,0
92536,2018,11,2.89,0
92536,2018,12,1.99,0
92544,2018,1,2.78,0
92544,2018,2,3.02,0
92544,2018,3,3.99,0
92544,2018,4,6.0600000000000005,0
92544,2018,5,6.42,0
92544,2018,6,7.95,0
92544,2018,7,8.48,0
92544,2018,8,8.02,0
92544,2018,9,6.4,0
92544,2018,10,4.27,0
92544,2018,11,2.94,0
92544,2018,12,2.02,0
92548,2018,1,2.84,0
92548,2018,2,3.08,0
92548,2018,3,3.9,0
92548,2018,4,5.83,0
92548,2018,5,6.1000000000000005,0
92548,2018,6,7.69,0
92548,2018,7,8.34,0
92548,2018,8,7.720000000000001,0
92548,2018,9,6.16,0
92548,2018,10,4.18,0
92548,2018,11,2.94,0
92548,2018,12,2.0500000000000003,0
92555,2018,1,2.85,0
92555,2018,2,3.16,0
92555,2018,3,3.94,0
92555,2018,4,6.1,0
92555,2018,5,6.3,0
92555,2018,6,8.07,0
92555,2018,7,8.75,0
92555,2018,8,8.08,0
92555,2018,9,6.5,0
92555,2018,10,4.3,0
92555,2018,11,2.96,0
92555,2018,12,2.0,0
92562,2018,1,2.74,0
92562,2018,2,2.89,0
92562,2018,3,3.51,0
92562,2018,4,5.04,0
92562,2018,5,5.05,0
92562,2018,6,6.3500000000000005,0
92562,2018,7,7.31,0
92562,2018,8,6.54,0
92562,2018,9,5.14,0
92562,2018,10,3.75,0
92562,2018,11,2.75,0
92562,2018,12,1.92,0
92590,2018,1,2.83,0
92590,2018,2,3.03,0
92590,2018,3,3.67,0
92590,2018,4,5.24,0
92590,2018,5,5.29,0
92590,2018,6,6.55,0
92590,2018,7,7.53,0
92590,2018,8,6.79,0
92590,2018,9,5.32,0
92590,2018,10,3.9,0
92590,2018,11,2.83,0
92590,2018,12,2.02,0
92591,2018,1,2.91,0
92591,2018,2,3.1,0
92591,2018,3,3.92,0
92591,2018,4,5.69,0
92591,2018,5,5.930000000000001,0
92591,2018,6,7.22,0
92591,2018,7,8.09,0
92591,2018,8,7.41,0
92591,2018,9,5.89,0
92591,2018,10,4.19,0
92591,2018,11,2.99,0
92591,2018,12,2.09,0
92592,2018,1,2.86,0
92592,2018,2,3.03,0
92592,2018,3,3.91,0
92592,2018,4,5.75,0
92592,2018,5,5.99,0
92592,2018,6,7.34,0
92592,2018,7,8.14,0
92592,2018,8,7.51,0
92592,2018,9,5.99,0
92592,2018,10,4.22,0
92592,2018,11,2.99,0
92592,2018,12,2.06,0
92539,2018,1,2.56,0
92539,2018,2,2.81,0
92539,2018,3,3.94,0
92539,2018,4,5.98,0
92539,2018,5,6.64,0
92539,2018,6,7.71,0
92539,2018,7,7.99,0
92539,2018,8,7.6,0
92539,2018,9,6.07,0
92539,2018,10,4.16,0
92539,2018,11,2.76,0
92539,2018,12,1.86,0
92543,2018,1,2.87,0
92543,2018,2,3.11,0
92543,2018,3,4.01,0
92543,2018,4,6.09,0
92543,2018,5,6.36,0
92543,2018,6,7.94,0
92543,2018,7,8.56,0
92543,2018,8,8.01,0
92543,2018,9,6.44,0
92543,2018,10,4.34,0
92543,2018,11,2.99,0
92543,2018,12,2.11,0
92596,2018,1,2.86,0
92596,2018,2,3.08,0
92596,2018,3,3.93,0
92596,2018,4,5.75,0
92596,2018,5,6.05,0
92596,2018,6,7.5,0
92596,2018,7,8.25,0
92596,2018,8,7.58,0
92596,2018,9,6.09,0
92596,2018,10,4.18,0
92596,2018,11,2.94,0
92596,2018,12,2.04,0
93252,2018,1,2.13,0
93252,2018,2,2.68,0
93252,2018,3,3.02,0
93252,2018,4,4.97,0
93252,2018,5,5.55,0
93252,2018,6,6.86,0
93252,2018,7,7.67,0
93252,2018,8,6.99,0
93252,2018,9,5.29,0
93252,2018,10,3.92,0
93252,2018,11,2.7,0
93252,2018,12,1.86,0
93427,2018,1,2.28,0
93427,2018,2,2.72,0
93427,2018,3,3.0,0
93427,2018,4,4.36,0
93427,2018,5,4.65,0
93427,2018,6,5.39,0
93427,2018,7,6.07,0
93427,2018,8,5.47,0
93427,2018,9,4.15,0
93427,2018,10,3.48,0
93427,2018,11,2.47,0
93427,2018,12,1.83,0
93436,2018,1,2.25,0
93436,2018,2,2.67,0
93436,2018,3,2.88,0
93436,2018,4,4.12,0
93436,2018,5,4.34,0
93436,2018,6,4.95,0
93436,2018,7,5.59,0
93436,2018,8,5.0600000000000005,0
93436,2018,9,3.79,0
93436,2018,10,3.3,0
93436,2018,11,2.34,0
93436,2018,12,1.76,0
93440,2018,1,2.22,0
93440,2018,2,2.71,0
93440,2018,3,3.01,0
93440,2018,4,4.5,0
93440,2018,5,4.76,0
93440,2018,6,5.69,0
93440,2018,7,6.47,0
93440,2018,8,5.8100000000000005,0
93440,2018,9,4.49,0
93440,2018,10,3.6,0
93440,2018,11,2.55,0
93440,2018,12,1.84,0
93441,2018,1,2.17,0
93441,2018,2,2.71,0
93441,2018,3,3.02,0
93441,2018,4,4.69,0
93441,2018,5,5.13,0
93441,2018,6,6.17,0
93441,2018,7,6.91,0
93441,2018,8,6.26,0
93441,2018,9,4.8,0
93441,2018,10,3.74,0
93441,2018,11,2.5500000000000003,0
93441,2018,12,1.81,0
93455,2018,1,2.2,0
93455,2018,2,2.76,0
93455,2018,3,3.01,0
93455,2018,4,4.43,0
93455,2018,5,4.66,0
93455,2018,6,5.57,0
93455,2018,7,6.23,0
93455,2018,8,5.63,0
93455,2018,9,4.34,0
93455,2018,10,3.59,0
93455,2018,11,2.51,0
93455,2018,12,1.85,0
92336,2018,1,2.85,0
92336,2018,2,3.19,0
92336,2018,3,3.74,0
92336,2018,4,5.87,0
92336,2018,5,6.03,0
92336,2018,6,8.02,0
92336,2018,7,8.77,0
92336,2018,8,8.08,0
92336,2018,9,6.4,0
92336,2018,10,4.22,0
92336,2018,11,2.92,0
92336,2018,12,1.95,0
93013,2018,1,2.41,0
93013,2018,2,2.77,0
93013,2018,3,3.02,0
93013,2018,4,4.5,0
93013,2018,5,4.51,0
93013,2018,6,5.47,0
93013,2018,7,6.7,0
93013,2018,8,5.91,0
93013,2018,9,4.33,0
93013,2018,10,3.68,0
93013,2018,11,2.68,0
93013,2018,12,2.08,0
93105,2018,1,2.26,0
93105,2018,2,2.71,0
93105,2018,3,2.97,0
93105,2018,4,4.49,0
93105,2018,5,4.67,0
93105,2018,6,5.63,0
93105,2018,7,6.48,0
93105,2018,8,5.7700000000000005,0
93105,2018,9,4.35,0
93105,2018,10,3.58,0
93105,2018,11,2.57,0
93105,2018,12,1.95,0
93108,2018,1,2.38,0
93108,2018,2,2.8,0
93108,2018,3,3.09,0
93108,2018,4,4.55,0
93108,2018,5,4.5600000000000005,0
93108,2018,6,5.29,0
93108,2018,7,6.59,0
93108,2018,8,5.82,0
93108,2018,9,4.28,0
93108,2018,10,3.71,0
93108,2018,11,2.66,0
93108,2018,12,2.08,0
93110,2018,1,2.42,0
93110,2018,2,2.83,0
93110,2018,3,3.06,0
93110,2018,4,4.51,0
93110,2018,5,4.59,0
93110,2018,6,5.21,0
93110,2018,7,6.37,0
93110,2018,8,5.68,0
93110,2018,9,4.17,0
93110,2018,10,3.64,0
93110,2018,11,2.58,0
93110,2018,12,2.02,0
93117,2018,1,2.33,0
93117,2018,2,2.72,0
93117,2018,3,2.96,0
93117,2018,4,4.28,0
93117,2018,5,4.54,0
93117,2018,6,5.0200000000000005,0
93117,2018,7,5.86,0
93117,2018,8,5.29,0
93117,2018,9,3.88,0
93117,2018,10,3.41,0
93117,2018,11,2.45,0
93117,2018,12,1.86,0
93254,2018,1,2.11,0
93254,2018,2,2.75,0
93254,2018,3,3.21,0
93254,2018,4,5.16,0
93254,2018,5,5.99,0
93254,2018,6,7.22,0
93254,2018,7,8.06,0
93254,2018,8,7.27,0
93254,2018,9,5.62,0
93254,2018,10,4.18,0
93254,2018,11,2.71,0
93254,2018,12,1.75,0
93460,2018,1,2.24,0
93460,2018,2,2.77,0
93460,2018,3,3.04,0
93460,2018,4,4.58,0
93460,2018,5,4.9,0
93460,2018,6,5.84,0
93460,2018,7,6.63,0
93460,2018,8,5.97,0
93460,2018,9,4.58,0
93460,2018,10,3.66,0
93460,2018,11,2.58,0
93460,2018,12,1.86,0
93463,2018,1,2.3,0
93463,2018,2,2.74,0
93463,2018,3,3.06,0
93463,2018,4,4.46,0
93463,2018,5,4.75,0
93463,2018,6,5.57,0
93463,2018,7,6.33,0
93463,2018,8,5.68,0
93463,2018,9,4.32,0
93463,2018,10,3.57,0
93463,2018,11,2.54,0
93463,2018,12,1.88,0
91361,2018,1,2.65,0
91361,2018,2,2.9,0
91361,2018,3,3.13,0
91361,2018,4,4.66,0
91361,2018,5,4.45,0
91361,2018,6,5.48,0
91361,2018,7,6.8,0
91361,2018,8,5.91,0
91361,2018,9,4.43,0
91361,2018,10,3.67,0
91361,2018,11,2.74,0
91361,2018,12,2.24,0
91739,2018,1,2.64,0
91739,2018,2,3.0,0
91739,2018,3,3.54,0
91739,2018,4,5.5200000000000005,0
91739,2018,5,5.66,0
91739,2018,6,7.65,0
91739,2018,7,8.36,0
91739,2018,8,7.71,0
91739,2018,9,6.01,0
91739,2018,10,3.99,0
91739,2018,11,2.79,0
91739,2018,12,1.87,0
91761,2018,1,2.89,0
91761,2018,2,3.23,0
91761,2018,3,3.77,0
91761,2018,4,5.69,0
91761,2018,5,5.78,0
91761,2018,6,7.54,0
91761,2018,7,8.56,0
91761,2018,8,7.77,0
91761,2018,9,6.07,0
91761,2018,10,4.18,0
91761,2018,11,3.02,0
91761,2018,12,2.03,0
92374,2018,1,2.9,0
92374,2018,2,3.27,0
92374,2018,3,4.09,0
92374,2018,4,6.45,0
92374,2018,5,6.66,0
92374,2018,6,8.64,0
92374,2018,7,9.2,0
92374,2018,8,8.57,0
92374,2018,9,6.91,0
92374,2018,10,4.45,0
92374,2018,11,3.02,0
92374,2018,12,2.09,0
92399,2018,1,2.68,0
92399,2018,2,3.01,0
92399,2018,3,3.87,0
92399,2018,4,6.14,0
92399,2018,5,6.44,0
92399,2018,6,8.370000000000001,0
92399,2018,7,8.7,0
92399,2018,8,8.27,0
92399,2018,9,6.64,0
92399,2018,10,4.18,0
92399,2018,11,2.81,0
92399,2018,12,1.88,0
93001,2018,1,2.58,0
93001,2018,2,2.8,0
93001,2018,3,3.03,0
93001,2018,4,4.29,0
93001,2018,5,4.39,0
93001,2018,6,4.71,0
93001,2018,7,5.83,0
93001,2018,8,5.15,0
93001,2018,9,3.63,0
93001,2018,10,3.34,0
93001,2018,11,1.95,0
93001,2018,12,1.64,0
93023,2018,1,2.28,0
93023,2018,2,2.69,0
93023,2018,3,2.98,0
93023,2018,4,4.73,0
93023,2018,5,4.87,0
93023,2018,6,6.15,0
93023,2018,7,7.13,0
93023,2018,8,6.36,0
93023,2018,9,4.78,0
93023,2018,10,3.75,0
93023,2018,11,2.72,0
93023,2018,12,2.02,0
93040,2018,1,2.5,0
93040,2018,2,2.94,0
93040,2018,3,3.27,0
93040,2018,4,5.18,0
93040,2018,5,5.29,0
93040,2018,6,6.7700000000000005,0
93040,2018,7,7.89,0
93040,2018,8,7.04,0
93040,2018,9,5.33,0
93040,2018,10,4.1,0
93040,2018,11,3.02,0
93040,2018,12,2.2,0
93060,2018,1,2.54,0
93060,2018,2,2.87,0
93060,2018,3,3.14,0
93060,2018,4,4.82,0
93060,2018,5,4.73,0
93060,2018,6,6.0200000000000005,0
93060,2018,7,7.21,0
93060,2018,8,6.35,0
93060,2018,9,4.7700000000000005,0
93060,2018,10,3.78,0
93060,2018,11,2.83,0
93060,2018,12,2.22,0
93212,2018,1,1.32,0
93212,2018,2,2.47,0
93212,2018,3,3.18,0
93212,2018,4,5.57,0
93212,2018,5,7.39,0
93212,2018,6,8.71,0
93212,2018,7,9.52,0
93212,2018,8,8.27,0
93212,2018,9,6.24,0
93212,2018,10,3.85,0
93212,2018,11,2.01,0
93212,2018,12,0.9,0
93230,2018,1,1.2,0
93230,2018,2,2.4,0
93230,2018,3,3.1,0
93230,2018,4,5.46,0
93230,2018,5,7.43,0
93230,2018,6,8.74,0
93230,2018,7,9.62,0
93230,2018,8,8.22,0
93230,2018,9,6.21,0
93230,2018,10,3.84,0
93230,2018,11,1.97,0
93230,2018,12,0.89,0
93239,2018,1,1.35,0
93239,2018,2,2.62,0
93239,2018,3,3.13,0
93239,2018,4,5.5200000000000005,0
93239,2018,5,7.22,0
93239,2018,6,8.59,0
93239,2018,7,9.44,0
93239,2018,8,8.21,0
93239,2018,9,6.24,0
93239,2018,10,4.0600000000000005,0
93239,2018,11,2.27,0
93239,2018,12,1.09,0
93242,2018,1,1.14,0
93242,2018,2,2.37,0
93242,2018,3,3.11,0
93242,2018,4,5.38,0
93242,2018,5,7.36,0
93242,2018,6,8.72,0
93242,2018,7,9.61,0
93242,2018,8,8.25,0
93242,2018,9,6.17,0
93242,2018,10,3.82,0
93242,2018,11,1.92,0
93242,2018,12,0.89,0
93245,2018,1,1.17,0
93245,2018,2,2.46,0
93245,2018,3,3.12,0
93245,2018,4,5.46,0
93245,2018,5,7.39,0
93245,2018,6,8.75,0
93245,2018,7,9.69,0
93245,2018,8,8.31,0
93245,2018,9,6.24,0
93245,2018,10,3.92,0
93245,2018,11,2.06,0
93245,2018,12,0.92,0
93266,2018,1,1.23,0
93266,2018,2,2.49,0
93266,2018,3,3.11,0
93266,2018,4,5.52,0
93266,2018,5,7.33,0
93266,2018,6,8.72,0
93266,2018,7,9.62,0
93266,2018,8,8.290000000000001,0
93266,2018,9,6.26,0
93266,2018,10,3.99,0
93266,2018,11,2.12,0
93266,2018,12,0.97,0
93626,2018,1,1.2,0
93626,2018,2,2.17,0
93626,2018,3,3.04,0
93626,2018,4,4.98,0
93626,2018,5,6.78,0
93626,2018,6,8.06,0
93626,2018,7,8.93,0
93626,2018,8,7.68,0
93626,2018,9,5.65,0
93626,2018,10,3.38,0
93626,2018,11,1.78,0
93626,2018,12,0.96,0
93631,2018,1,1.21,0
93631,2018,2,2.32,0
93631,2018,3,3.12,0
93631,2018,4,5.38,0
93631,2018,5,7.37,0
93631,2018,6,8.65,0
93631,2018,7,9.49,0
93631,2018,8,8.14,0
93631,2018,9,6.12,0
93631,2018,10,3.73,0
93631,2018,11,1.89,0
93631,2018,12,0.88,0
93656,2018,1,1.14,0
93656,2018,2,2.44,0
93656,2018,3,3.08,0
93656,2018,4,5.37,0
93656,2018,5,7.34,0
93656,2018,6,8.76,0
93656,2018,7,9.7,0
93656,2018,8,8.27,0
93656,2018,9,6.2,0
93656,2018,10,3.95,0
93656,2018,11,2.0500000000000003,0
93656,2018,12,0.93,0
93203,2018,1,2.21,0
93203,2018,2,3.06,0
93203,2018,3,3.67,0
93203,2018,4,6.0600000000000005,0
93203,2018,5,7.34,0
93203,2018,6,8.870000000000001,0
93203,2018,7,9.52,0
93203,2018,8,8.81,0
93203,2018,9,6.76,0
93203,2018,10,4.53,0
93203,2018,11,2.88,0
93203,2018,12,1.71,0
93206,2018,1,1.74,0
93206,2018,2,2.72,0
93206,2018,3,3.32,0
93206,2018,4,5.63,0
93206,2018,5,7.09,0
93206,2018,6,8.33,0
93206,2018,7,9.04,0
93206,2018,8,8.05,0
93206,2018,9,6.09,0
93206,2018,10,4.11,0
93206,2018,11,2.35,0
93206,2018,12,1.28,0
93215,2018,1,1.5,0
93215,2018,2,2.59,0
93215,2018,3,3.38,0
93215,2018,4,5.75,0
93215,2018,5,7.5,0
93215,2018,6,8.81,0
93215,2018,7,9.49,0
93215,2018,8,8.37,0
93215,2018,9,6.41,0
93215,2018,10,3.98,0
93215,2018,11,2.06,0
93215,2018,12,0.98,0
93250,2018,1,1.63,0
93250,2018,2,2.66,0
93250,2018,3,3.41,0
93250,2018,4,5.8,0
93250,2018,5,7.46,0
93250,2018,6,8.78,0
93250,2018,7,9.42,0
93250,2018,8,8.36,0
93250,2018,9,6.39,0
93250,2018,10,4.03,0
93250,2018,11,2.12,0
93250,2018,12,1.03,0
93280,2018,1,1.54,0
93280,2018,2,2.65,0
93280,2018,3,3.25,0
93280,2018,4,5.6,0
93280,2018,5,7.229999999999999,0
93280,2018,6,8.51,0
93280,2018,7,9.23,0
93280,2018,8,8.1,0
93280,2018,9,6.16,0
93280,2018,10,3.97,0
93280,2018,11,2.15,0
93280,2018,12,1.07,0
93307,2018,1,2.04,0
93307,2018,2,2.96,0
93307,2018,3,3.65,0
93307,2018,4,5.96,0
93307,2018,5,7.4,0
93307,2018,6,8.81,0
93307,2018,7,9.38,0
