year,county,month,eto_in,precip_in
2020,Glenn,1,1.04,0.0
2020,Glenn,2,3.0,0.0
2020,Glenn,3,3.62,0.0
2020,Glenn,4,4.87,0.0
2020,Glenn,5,6.0200000000000005,0.0
2020,Glenn,6,7.28,0.0
2020,Glenn,7,7.27,0.0
2020,Glenn,8,6.34,0.0
2020,Glenn,9,5.34,0.0
2020,Glenn,10,4.49,0.0
2020,Glenn,11,2.03,0.0
2020,Glenn,12,1.64,0.0
2021,Glenn,1,1.57,0.0
2021,Glenn,2,2.61,0.0
2021,Glenn,3,3.99,0.0
2021,Glenn,5,7.65,0.0
2021,Glenn,6,7.9,0.0
2021,Glenn,7,7.7,0.0
2021,Glenn,8,6.79,0.0
2021,Glenn,9,5.57,0.0
2021,Glenn,10,3.12,0.0
2021,Glenn,11,1.55,0.0
2021,Glenn,12,0.74,0.0
2022,Glenn,1,1.57,0.0
2022,Glenn,2,2.81,0.0
2022,Glenn,3,4.13,0.0
2022,Glenn,4,5.24,0.0
2022,Glenn,5,7.33,0.0
2022,Glenn,6,7.98,0.0
2022,Glenn,7,7.95,0.0
2022,Glenn,8,7.15,0.0
2022,Glenn,9,5.29,0.0
2022,Glenn,10,3.81,0.0
2022,Glenn,11,1.9,0.0
2022,Glenn,12,0.71,0.0
2023,Glenn,1,1.49,0.0
2023,Glenn,2,2.0,0.0
2023,Glenn,3,2.72,0.0
2023,Glenn,4,4.98,0.0
2023,Glenn,5,6.04,0.0
2023,Glenn,6,7.05,0.0
2023,Glenn,7,7.57,0.0
2023,Glenn,8,6.55,0.0
2023,Glenn,9,4.66,0.0
2023,Glenn,10,3.54,0.0
2023,Glenn,11,2.03,0.0
2023,Glenn,12,1.06,0.0
2024,Glenn,1,0.98,0.0
2024,Glenn,2,1.81,0.0
2024,Glenn,3,3.22,0.0
2024,Glenn,4,4.65,0.0
2024,Glenn,5,7.21,0.0
2024,Glenn,6,7.72,0.0
2024,Glenn,7,8.05,0.0
2024,Glenn,8,6.45,0.0
2024,Glenn,9,5.26,0.0
2024,Glenn,10,3.9,0.0
2024,Glenn,11,1.75,0.0
2024,Glenn,12,0.92,0.0
2014,Humboldt,1,1.8606102139637983,0.0
2014,Humboldt,2,1.1564145215718789,0.0
2014,Humboldt,3,2.114453915418681,0.0
2014,Humboldt,4,3.1030961025703934,0.0
2014,Humboldt,5,4.410555096307769,0.0
2014,Humboldt,6,5.872244114581816,0.0
2014,Humboldt,7,6.2619927829146915,0.0
2014,Humboldt,8,5.592342648868877,0.0
2014,Humboldt,9,4.087830484272492,0.0
2014,Humboldt,10,2.2810689347181854,0.0
2014,Humboldt,11,0.961031464138689,0.0
2014,Humboldt,12,0.8999567274789343,0.0
2016,Humboldt,1,0.8723418735156646,0.0
2016,Humboldt,2,1.9022652935554172,0.0
2016,Humboldt,3,2.674519957420101,0.0
2016,Humboldt,4,4.190390843092068,0.0
2016,Humboldt,5,5.58616986023569,0.0
2016,Humboldt,6,7.293487669105932,0.0
2016,Humboldt,7,7.991373023641542,0.0
2016,Humboldt,8,7.3699754050186925,0.0
2016,Humboldt,9,5.3983977860463135,0.0
2016,Humboldt,10,2.456183267615371,0.0
2016,Humboldt,11,1.3364877942922238,0.0
2016,Humboldt,12,0.6751934355906525,0.0
2018,Humboldt,1,1.0239450821731408,0.0
2018,Humboldt,2,1.9041299998327332,0.0
2018,Humboldt,3,2.6645202264713226,0.0
2018,Humboldt,4,3.620204248136995,0.0
2018,Humboldt,5,5.888975373915482,0.0
2018,Humboldt,6,7.55172797564259,0.0
2018,Humboldt,7,7.809479203128954,0.0
2018,Humboldt,8,6.438965379371412,0.0
2018,Humboldt,9,5.0636543817192905,0.0
2018,Humboldt,10,3.479672802342601,0.0
2018,Humboldt,11,2.0010183930800656,0.0
2018,Humboldt,12,1.0437571222538888,0.0
2019,Humboldt,1,1.4366848466793165,0.0
2019,Humboldt,2,1.4321114197850755,0.0
2019,Humboldt,3,2.7469081256156835,0.0
2019,Humboldt,4,4.090800286749919,0.0
2019,Humboldt,5,5.502841176864291,0.0
2019,Humboldt,6,7.709882293139466,0.0
2019,Humboldt,7,8.084930082348999,0.0
2019,Humboldt,8,6.5498308328919945,0.0
2019,Humboldt,9,3.818564447338206,0.0
2019,Humboldt,10,3.14307179887365,0.0
2019,Humboldt,11,1.6438486439530358,0.0
2019,Humboldt,12,0.930088752705246,0.0
2020,Humboldt,1,1.0267426545720633,0.0
2020,Humboldt,2,1.7363706970706578,0.0
2020,Humboldt,3,2.4066762407718953,0.0
2020,Humboldt,4,3.456669749857148,0.0
2020,Humboldt,5,4.190230562506528,0.0
2020,Humboldt,6,5.2225308608212675,0.0
2020,Humboldt,7,6.0213222705136715,0.0
2020,Humboldt,8,5.384612268180736,0.0
2020,Humboldt,9,4.2276868267273615,0.0
2020,Humboldt,10,2.8779612044516165,0.0
2020,Humboldt,11,1.372824431917534,0.0
2020,Humboldt,12,0.9049776737938585,0.0
2021,Humboldt,1,0.8730731841706618,0.0
2021,Humboldt,2,1.3663554568425234,0.0
2021,Humboldt,3,2.6335823885733465,0.0
2021,Humboldt,5,5.079134462040224,0.0
2021,Humboldt,6,6.027540824424726,0.0
2021,Humboldt,7,6.230618091776926,0.0
2021,Humboldt,8,5.645930292912347,0.0
2021,Humboldt,9,3.9612948505760883,0.0
2021,Humboldt,10,2.3310588907128555,0.0
2021,Humboldt,11,1.086237705150141,0.0
2021,Humboldt,12,0.6067984925113188,0.0
2022,Humboldt,1,1.1464425635124331,0.0
2022,Humboldt,2,1.7983746014640596,0.0
2022,Humboldt,3,2.6804508356093937,0.0
2022,Humboldt,4,3.1098277771196003,0.0
2022,Humboldt,5,4.289901023056126,0.0
2022,Humboldt,6,5.35601215193,0.0
2022,Humboldt,7,6.1179677916696935,0.0
2022,Humboldt,8,5.693030297543202,0.0
2022,Humboldt,9,4.0180505883753055,0.0
2022,Humboldt,10,2.8297625673821796,0.0
2022,Humboldt,11,1.4245524931785956,0.0
2022,Humboldt,12,0.7647056285871845,0.0
2023,Humboldt,1,1.1970956871553111,0.0
2023,Humboldt,2,1.4945141638450963,0.0
2023,Humboldt,3,2.0511602035004612,0.0
2023,Humboldt,4,3.7402625609997404,0.0
2023,Humboldt,5,4.880462011868774,0.0
2023,Humboldt,6,5.5394138521218625,0.0
2023,Humboldt,7,6.445780519029358,0.0
2023,Humboldt,8,5.458549006093735,0.0
2023,Humboldt,9,3.970775520440394,0.0
2023,Humboldt,10,3.0372957572862505,0.0
2023,Humboldt,11,1.8474394841846153,0.0
2023,Humboldt,12,1.4266141819702858,0.0
2024,Humboldt,1,1.501762213082379,0.0
2024,Humboldt,2,2.0160321259688634,0.0
2024,Humboldt,3,2.5088729803017564,0.0
2024,Humboldt,4,3.408333982707995,0.0
2024,Humboldt,5,5.162431782970416,0.0
2024,Humboldt,6,5.70631912219686,0.0
2024,Humboldt,7,6.5772148680431854,0.0
2024,Humboldt,8,5.611892597901225,0.0
2024,Humboldt,9,4.9605013985194,0.0
2024,Humboldt,10,2.6875982032768584,0.0
2024,Humboldt,11,1.1672939390919421,0.0
2024,Humboldt,12,0.8919874909351193,0.0
2016,Imperial,1,2.3000000000000003,0.0
2016,Imperial,2,4.12,0.0
2016,Imperial,3,5.71,0.0
2016,Imperial,4,6.67,0.0
2016,Imperial,5,8.290000000000001,0.0
2016,Imperial,6,9.49,0.0
2016,Imperial,7,10.18,0.0
2016,Imperial,8,9.12,0.0
2016,Imperial,9,6.96,0.0
2016,Imperial,10,5.02,0.0
2016,Imperial,11,3.31,0.0
2016,Imperial,12,2.4,0.0
2018,Imperial,1,2.82,0.0
2018,Imperial,2,3.27,0.0
2018,Imperial,3,4.94,0.0
2018,Imperial,4,7.54,0.0
2018,Imperial,5,8.57,0.0
2018,Imperial,6,9.34,0.0
2018,Imperial,7,9.61,0.0
2018,Imperial,8,9.06,0.0
2018,Imperial,9,7.1,0.0
2018,Imperial,10,4.86,0.0
2018,Imperial,11,3.0500000000000003,0.0
2018,Imperial,12,2.12,0.0
2019,Imperial,1,2.3000000000000003,0.0
2019,Imperial,2,2.8000000000000003,0.0
2019,Imperial,3,5.42,0.0
2019,Imperial,4,7.41,0.0
2019,Imperial,5,8.35,0.0
2019,Imperial,6,9.52,0.0
2019,Imperial,7,10.08,0.0
2019,Imperial,8,9.41,0.0
2019,Imperial,9,7.5,0.0
2019,Imperial,10,5.41,0.0
2019,Imperial,11,3.2,0.0
2019,Imperial,12,1.89,0.0
2020,Imperial,1,2.95,0.0
2020,Imperial,2,3.88,0.0
2020,Imperial,3,4.84,0.0
