year,ava_id,annual_eto_in,annual_precip_in,ava_name,water_deficit_in
2020,fountaingrove_district,46.372327314008494,0.0,Fountaingrove District,46.372327314008494
2021,fountaingrove_district,41.37713041596044,0.0,Fountaingrove District,41.37713041596044
2022,fountaingrove_district,47.077284940028285,0.0,Fountaingrove District,47.077284940028285
2023,fountaingrove_district,42.438535420529014,0.0,Fountaingrove District,42.438535420529014
2024,fountaingrove_district,45.423882540590476,0.0,Fountaingrove District,45.423882540590476
2014,gabilan_mountains,45.729784154834405,0.0,Gabilan Mountains,45.729784154834405
2016,gabilan_mountains,37.74428378619947,0.0,Gabilan Mountains,37.74428378619947
2018,gabilan_mountains,47.65373417396357,0.0,Gabilan Mountains,47.65373417396357
2019,gabilan_mountains,46.95377154795087,0.0,Gabilan Mountains,46.95377154795087
2020,gabilan_mountains,37.97041443554374,0.0,Gabilan Mountains,37.97041443554374
2021,gabilan_mountains,35.15076636621946,0.0,Gabilan Mountains,35.15076636621946
2022,gabilan_mountains,12.687961611931241,0.0,Gabilan Mountains,12.687961611931241
2023,gabilan_mountains,45.92328715775414,0.0,Gabilan Mountains,45.92328715775414
2024,gabilan_mountains,45.74620866884975,0.0,Gabilan Mountains,45.74620866884975
2014,green_valley_of_russian_river_valley,3.953798253333334,0.0,Green Valley of Russian River Valley,3.953798253333334
2016,green_valley_of_russian_river_valley,3.848391926517273,0.0,Green Valley of Russian River Valley,3.848391926517273
2018,green_valley_of_russian_river_valley,40.630241996464875,0.0,Green Valley of Russian River Valley,40.630241996464875
2019,green_valley_of_russian_river_valley,4.233179305205945,0.0,Green Valley of Russian River Valley,4.233179305205945
2020,green_valley_of_russian_river_valley,43.38351160667469,0.0,Green Valley of Russian River Valley,43.38351160667469
2021,green_valley_of_russian_river_valley,38.39931639602936,0.0,Green Valley of Russian River Valley,38.39931639602936
2022,green_valley_of_russian_river_valley,43.28739055514641,0.0,Green Valley of Russian River Valley,43.28739055514641
2023,green_valley_of_russian_river_valley,39.567376727942545,0.0,Green Valley of Russian River Valley,39.567376727942545
2024,green_valley_of_russian_river_valley,42.35079709054753,0.0,Green Valley of Russian River Valley,42.35079709054753
2018,guenoc_valley,44.980000000000004,0.0,Guenoc Valley,44.980000000000004
2019,guenoc_valley,45.35,0.0,Guenoc Valley,45.35
2020,guenoc_valley,47.89,0.0,Guenoc Valley,47.89
2022,guenoc_valley,49.69,0.0,Guenoc Valley,49.69
2023,guenoc_valley,44.27,0.0,Guenoc Valley,44.27
2024,guenoc_valley,47.2,0.0,Guenoc Valley,47.2
2016,hames_valley,49.730000000000004,0.0,Hames Valley,49.730000000000004
2018,hames_valley,51.76,0.0,Hames Valley,51.76
2019,hames_valley,50.33,0.0,Hames Valley,50.33
2020,hames_valley,50.46,0.0,Hames Valley,50.46
2021,hames_valley,47.16,0.0,Hames Valley,47.16
2022,hames_valley,55.77,0.0,Hames Valley,55.77
2023,hames_valley,48.44,0.0,Hames Valley,48.44
2024,hames_valley,50.99,0.0,Hames Valley,50.99
2016,happy_canyon_of_santa_barbara,48.46,0.0,Happy Canyon of Santa Barbara,48.46
2018,happy_canyon_of_santa_barbara,48.65,0.0,Happy Canyon of Santa Barbara,48.65
2019,happy_canyon_of_santa_barbara,47.59,0.0,Happy Canyon of Santa Barbara,47.59
2020,happy_canyon_of_santa_barbara,48.800000000000004,0.0,Happy Canyon of Santa Barbara,48.800000000000004
2021,happy_canyon_of_santa_barbara,43.97,0.0,Happy Canyon of Santa Barbara,43.97
2022,happy_canyon_of_santa_barbara,50.1,0.0,Happy Canyon of Santa Barbara,50.1
2023,happy_canyon_of_santa_barbara,43.14,0.0,Happy Canyon of Santa Barbara,43.14
2024,happy_canyon_of_santa_barbara,45.25,0.0,Happy Canyon of Santa Barbara,45.25
2014,high_valley,49.21426553832847,0.0,High Valley,49.21426553832847
2016,high_valley,45.39224254196686,0.0,High Valley,45.39224254196686
2018,high_valley,46.38618907886989,0.0,High Valley,46.38618907886989
2019,high_valley,46.38451026972769,0.0,High Valley,46.38451026972769
2020,high_valley,48.78297151345512,0.0,High Valley,48.78297151345512
2022,high_valley,51.21015343207577,0.0,High Valley,51.21015343207577
2023,high_valley,38.55516142129595,0.0,High Valley,38.55516142129595
2024,high_valley,47.95753771849834,0.0,High Valley,47.95753771849834
2014,howell_mountain,41.97812476542472,0.0,Howell Mountain,41.97812476542472
2016,howell_mountain,40.05228011354283,0.0,Howell Mountain,40.05228011354283
2018,howell_mountain,45.54167636775876,0.0,Howell Mountain,45.54167636775876
2019,howell_mountain,45.64224587527041,0.0,Howell Mountain,45.64224587527041
2020,howell_mountain,48.50470588514486,0.0,Howell Mountain,48.50470588514486
2021,howell_mountain,43.583395040570565,0.0,Howell Mountain,43.583395040570565
2022,howell_mountain,50.18430100133637,0.0,Howell Mountain,50.18430100133637
2023,howell_mountain,44.60136717855322,0.0,Howell Mountain,44.60136717855322
2024,howell_mountain,47.71234265278689,0.0,Howell Mountain,47.71234265278689
2014,inwood_valley,50.95,0.0,Inwood Valley,50.95
2016,inwood_valley,47.68,0.0,Inwood Valley,47.68
2018,inwood_valley,48.65,0.0,Inwood Valley,48.65
2019,inwood_valley,46.3,0.0,Inwood Valley,46.3
2020,inwood_valley,48.46,0.0,Inwood Valley,48.46
2021,inwood_valley,44.54,0.0,Inwood Valley,44.54
2023,inwood_valley,45.14,0.0,Inwood Valley,45.14
2024,inwood_valley,46.95,0.0,Inwood Valley,46.95
2014,jahant,57.91246911580605,0.0,Jahant,57.91246911580605
2016,jahant,56.30425082365448,0.0,Jahant,56.30425082365448
2019,jahant,15.738742486514642,0.0,Jahant,15.738742486514642
2020,jahant,39.53639446417808,0.0,Jahant,39.53639446417808
2021,jahant,53.01401330436795,0.0,Jahant,53.01401330436795
2022,jahant,41.275151060335986,0.0,Jahant,41.275151060335986
2023,jahant,36.66450779490621,0.0,Jahant,36.66450779490621
2024,jahant,38.79513061861498,0.0,Jahant,38.79513061861498
2014,kelsey_bench_lake_county,47.408123440835794,0.0,Kelsey Bench-Lake County,47.408123440835794
2018,kelsey_bench_lake_county,44.48152671781792,0.0,Kelsey Bench-Lake County,44.48152671781792
2019,kelsey_bench_lake_county,45.09521823102372,0.0,Kelsey Bench-Lake County,45.09521823102372
2020,kelsey_bench_lake_county,47.144617538026054,0.0,Kelsey Bench-Lake County,47.144617538026054
2021,kelsey_bench_lake_county,42.32450845424651,0.0,Kelsey Bench-Lake County,42.32450845424651
2022,kelsey_bench_lake_county,48.53,0.0,Kelsey Bench-Lake County,48.53
2023,kelsey_bench_lake_county,43.31858509334654,0.0,Kelsey Bench-Lake County,43.31858509334654
2024,kelsey_bench_lake_county,46.24185939856702,0.0,Kelsey Bench-Lake County,46.24185939856702
2014,knights_valley,2.7907580466117743,0.0,Knights Valley,2.7907580466117743
2016,knights_valley,2.5950607937665815,0.0,Knights Valley,2.5950607937665815
2018,knights_valley,44.480981096226216,0.0,Knights Valley,44.480981096226216
2019,knights_valley,42.759824261402784,0.0,Knights Valley,42.759824261402784
2020,knights_valley,47.351963582041584,0.0,Knights Valley,47.351963582041584
2021,knights_valley,42.69126013542123,0.0,Knights Valley,42.69126013542123
2022,knights_valley,48.51762904718971,0.0,Knights Valley,48.51762904718971
2023,knights_valley,43.395038585984494,0.0,Knights Valley,43.395038585984494
2024,knights_valley,46.433654455449954,0.0,Knights Valley,46.433654455449954
2014,leona_valley,64.8,0.0,Leona Valley,64.8
2016,leona_valley,63.97,0.0,Leona Valley,63.97
2018,leona_valley,64.18,0.0,Leona Valley,64.18
2019,leona_valley,63.15,0.0,Leona Valley,63.15
2020,leona_valley,64.54,0.0,Leona Valley,64.54
2021,leona_valley,61.24,0.0,Leona Valley,61.24
2022,leona_valley,67.39,0.0,Leona Valley,67.39
2023,leona_valley,60.94,0.0,Leona Valley,60.94
2014,lime_kiln_valley,49.79,0.0,Lime Kiln Valley,49.79
2018,lime_kiln_valley,48.35,0.0,Lime Kiln Valley,48.35
2019,lime_kiln_valley,47.69,0.0,Lime Kiln Valley,47.69
2022,lime_kiln_valley,52.089999999999996,0.0,Lime Kiln Valley,52.089999999999996
2023,lime_kiln_valley,45.84,0.0,Lime Kiln Valley,45.84
2024,lime_kiln_valley,48.74,0.0,Lime Kiln Valley,48.74
2014,livermore_valley,47.67240459124822,0.0,Livermore Valley,47.67240459124822
2016,livermore_valley,45.86580730610989,0.0,Livermore Valley,45.86580730610989
2018,livermore_valley,42.93301178866298,0.0,Livermore Valley,42.93301178866298
2019,livermore_valley,0.128734675129614,0.0,Livermore Valley,0.128734675129614
2020,livermore_valley,0.0751850437895898,0.0,Livermore Valley,0.0751850437895898
2021,livermore_valley,38.89752028278415,0.0,Livermore Valley,38.89752028278415
2014,lodi,48.57414038354675,0.0,Lodi,48.57414038354675
2016,lodi,45.22372238067906,0.0,Lodi,45.22372238067906
2018,lodi,2.192416115308433,0.0,Lodi,2.192416115308433
2019,lodi,15.323552632950843,0.0,Lodi,15.323552632950843
2020,lodi,40.83464871227516,0.0,Lodi,40.83464871227516
2021,lodi,36.59579336731667,0.0,Lodi,36.59579336731667
2022,lodi,11.852968069528105,0.0,Lodi,11.852968069528105
2023,lodi,32.046742957317385,0.0,Lodi,32.046742957317385
2024,lodi,38.32789187988142,0.0,Lodi,38.32789187988142
2014,long_valley-lake_county,49.22,0.0,Long Valley-Lake County,49.22
2016,long_valley-lake_county,45.4,0.0,Long Valley-Lake County,45.4
2018,long_valley-lake_county,46.46,0.0,Long Valley-Lake County,46.46
2019,long_valley-lake_county,46.42,0.0,Long Valley-Lake County,46.42
2020,long_valley-lake_county,48.89,0.0,Long Valley-Lake County,48.89
2022,long_valley-lake_county,51.44,0.0,Long Valley-Lake County,51.44
2023,long_valley-lake_county,45.13,0.0,Long Valley-Lake County,45.13
2024,long_valley-lake_county,48.12,0.0,Long Valley-Lake County,48.12
2014,los_carneros,28.20760468118774,0.0,Los Carneros,28.20760468118774
2016,los_carneros,43.88331012174222,0.0,Los Carneros,43.88331012174222
2018,los_carneros,44.61748130546718,0.0,Los Carneros,44.61748130546718
2019,los_carneros,27.427144193553254,0.0,Los Carneros,27.427144193553254
2020,los_carneros,47.774156353862686,0.0,Los Carneros,47.774156353862686
2021,los_carneros,42.301067709069066,0.0,Los Carneros,42.301067709069066
2022,los_carneros,48.558350634181174,0.0,Los Carneros,48.558350634181174
2023,los_carneros,43.784789850374494,0.0,Los Carneros,43.784789850374494
2024,los_carneros,46.565659141335644,0.0,Los Carneros,46.565659141335644
2014,los_olivos_district,12.600634366205036,0.0,Los Olivos District,12.600634366205036
2016,los_olivos_district,48.128005482254615,0.0,Los Olivos District,48.128005482254615
2018,los_olivos_district,48.35011409910893,0.0,Los Olivos District,48.35011409910893
2019,los_olivos_district,47.159005379068965,0.0,Los Olivos District,47.159005379068965
2020,los_olivos_district,48.45493184604163,0.0,Los Olivos District,48.45493184604163
2021,los_olivos_district,43.65056517799371,0.0,Los Olivos District,43.65056517799371
2022,los_olivos_district,49.78088347420559,0.0,Los Olivos District,49.78088347420559
2023,los_olivos_district,42.91219237059709,0.0,Los Olivos District,42.91219237059709
2024,los_olivos_district,37.237477321011575,0.0,Los Olivos District,37.237477321011575
2014,madera,11.357530186744404,0.0,Madera,11.357530186744404
2016,madera,10.52572418443525,0.0,Madera,10.52572418443525
2022,madera,42.127574105250446,0.0,Madera,42.127574105250446
2023,madera,0.0257201769834096,0.0,Madera,0.0257201769834096
2024,madera,7.785568743674869,0.0,Madera,7.785568743674869
2014,malibu_coast,50.12823979932666,0.0,Malibu Coast,50.12823979932666
2016,malibu_coast,9.728609695132642,0.0,Malibu Coast,9.728609695132642
2018,malibu_coast,1.0396823686409544,0.0,Malibu Coast,1.0396823686409544
2019,malibu_coast,1.470519527688744,0.0,Malibu Coast,1.470519527688744
2020,malibu_coast,46.29335365828925,0.0,Malibu Coast,46.29335365828925
2021,malibu_coast,2.1195836734655953,0.0,Malibu Coast,2.1195836734655953
2022,malibu_coast,3.453137475690624,0.0,Malibu Coast,3.453137475690624
2024,malibu_coast,42.634739011053306,0.0,Malibu Coast,42.634739011053306
2014,malibu_newton_canyon,49.730000000000004,0.0,Malibu-Newton Canyon,49.730000000000004
2020,malibu_newton_canyon,45.72,0.0,Malibu-Newton Canyon,45.72
2024,malibu_newton_canyon,41.65,0.0,Malibu-Newton Canyon,41.65
2014,manton_valley,51.5,0.0,Manton Valley,51.5
2018,manton_valley,49.27,0.0,Manton Valley,49.27
2019,manton_valley,46.75,0.0,Manton Valley,46.75
2020,manton_valley,48.89,0.0,Manton Valley,48.89
2021,manton_valley,44.64,0.0,Manton Valley,44.64
2023,manton_valley,45.44,0.0,Manton Valley,45.44
2024,manton_valley,47.120000000000005,0.0,Manton Valley,47.120000000000005
2014,mcdowell_valley,46.550000000000004,0.0,McDowell Valley,46.550000000000004
2018,mcdowell_valley,43.21,0.0,McDowell Valley,43.21
2019,mcdowell_valley,44.72,0.0,McDowell Valley,44.72
2020,mcdowell_valley,45.84,0.0,McDowell Valley,45.84
2021,mcdowell_valley,42.59,0.0,McDowell Valley,42.59
2022,mcdowell_valley,46.36,0.0,McDowell Valley,46.36
2023,mcdowell_valley,42.01,0.0,McDowell Valley,42.01
2024,mcdowell_valley,44.83,0.0,McDowell Valley,44.83
2014,mendocino,39.84873794298788,0.0,Mendocino,39.84873794298788
2016,mendocino,31.944526336221976,0.0,Mendocino,31.944526336221976
2018,mendocino,44.29931254479899,0.0,Mendocino,44.29931254479899
2019,mendocino,45.99538945677375,0.0,Mendocino,45.99538945677375
2020,mendocino,46.27252486572855,0.0,Mendocino,46.27252486572855
2021,mendocino,43.84384814459719,0.0,Mendocino,43.84384814459719
2022,mendocino,46.81928316060156,0.0,Mendocino,46.81928316060156
2023,mendocino,42.80709079715482,0.0,Mendocino,42.80709079715482
2024,mendocino,45.36678237036992,0.0,Mendocino,45.36678237036992
2014,mendocino_ridge,39.43670735838014,0.0,Mendocino Ridge,39.43670735838014
2016,mendocino_ridge,40.55159730898269,0.0,Mendocino Ridge,40.55159730898269
2018,mendocino_ridge,41.41339455346471,0.0,Mendocino Ridge,41.41339455346471
2019,mendocino_ridge,43.617800491602594,0.0,Mendocino Ridge,43.617800491602594
2020,mendocino_ridge,43.84108564379554,0.0,Mendocino Ridge,43.84108564379554
2021,mendocino_ridge,22.62277497843576,0.0,Mendocino Ridge,22.62277497843576
2022,mendocino_ridge,42.507507219536635,0.0,Mendocino Ridge,42.507507219536635
2023,mendocino_ridge,40.50833600082897,0.0,Mendocino Ridge,40.50833600082897
2024,mendocino_ridge,42.680065196126925,0.0,Mendocino Ridge,42.680065196126925
2014,merritt_island,56.1,0.0,Merritt Island,56.1
2016,merritt_island,54.26,0.0,Merritt Island,54.26
2018,merritt_island,54.82,0.0,Merritt Island,54.82
2019,merritt_island,53.47,0.0,Merritt Island,53.47
2020,merritt_island,56.84,0.0,Merritt Island,56.84
2022,merritt_island,59.550000000000004,0.0,Merritt Island,59.550000000000004
2023,merritt_island,52.95,0.0,Merritt Island,52.95
2024,merritt_island,56.64,0.0,Merritt Island,56.64
2014,mokelumne_river,55.345469146520635,0.0,Mokelumne River,55.345469146520635
2016,mokelumne_river,54.15033727985802,0.0,Mokelumne River,54.15033727985802
2018,mokelumne_river,2.848484289653543,0.0,Mokelumne River,2.848484289653543
2019,mokelumne_river,13.195523619396623,0.0,Mokelumne River,13.195523619396623
2020,mokelumne_river,52.69688174035375,0.0,Mokelumne River,52.69688174035375
2021,mokelumne_river,48.886402168297536,0.0,Mokelumne River,48.886402168297536
2022,mokelumne_river,12.359510148063386,0.0,Mokelumne River,12.359510148063386
2023,mokelumne_river,48.02331724552274,0.0,Mokelumne River,48.02331724552274
2024,mokelumne_river,51.613434656246426,0.0,Mokelumne River,51.613434656246426
2014,monterey,37.13772611835754,0.0,Monterey,37.13772611835754
2016,monterey,47.19302277714814,0.0,Monterey,47.19302277714814
2018,monterey,48.861149961787156,0.0,Monterey,48.861149961787156
2019,monterey,48.43994205804458,0.0,Monterey,48.43994205804458
2020,monterey,39.901855953941386,0.0,Monterey,39.901855953941386
2021,monterey,28.43215839155997,0.0,Monterey,28.43215839155997
2022,monterey,31.399766822146198,0.0,Monterey,31.399766822146198
2023,monterey,47.14008899686166,0.0,Monterey,47.14008899686166
2024,monterey,43.218621764630726,0.0,Monterey,43.218621764630726
2014,moon_mountain_district_sonoma_county,46.07536185133562,0.0,Moon Mountain District Sonoma County,46.07536185133562
2016,moon_mountain_district_sonoma_county,43.01621171988327,0.0,Moon Mountain District Sonoma County,43.01621171988327
2018,moon_mountain_district_sonoma_county,43.80590500637378,0.0,Moon Mountain District Sonoma County,43.80590500637378
2019,moon_mountain_district_sonoma_county,44.4860837133066,0.0,Moon Mountain District Sonoma County,44.4860837133066
2020,moon_mountain_district_sonoma_county,46.7317113530181,0.0,Moon Mountain District Sonoma County,46.7317113530181
2021,moon_mountain_district_sonoma_county,41.435842250211444,0.0,Moon Mountain District Sonoma County,41.435842250211444
2022,moon_mountain_district_sonoma_county,47.388465173037325,0.0,Moon Mountain District Sonoma County,47.388465173037325
2023,moon_mountain_district_sonoma_county,42.84841239840436,0.0,Moon Mountain District Sonoma County,42.84841239840436
2024,moon_mountain_district_sonoma_county,45.63066594375404,0.0,Moon Mountain District Sonoma County,45.63066594375404
2014,mt__harlan,49.79,0.0,Mt. Harlan,49.79
2018,mt__harlan,48.35,0.0,Mt. Harlan,48.35
2019,mt__harlan,47.69,0.0,Mt. Harlan,47.69
2022,mt__harlan,52.089999999999996,0.0,Mt. Harlan,52.089999999999996
2023,mt__harlan,45.84,0.0,Mt. Harlan,45.84
2024,mt__harlan,48.74,0.0,Mt. Harlan,48.74
2014,mt__veeder,48.56475606497744,0.0,Mt. Veeder,48.56475606497744
2016,mt__veeder,46.45608337040493,0.0,Mt. Veeder,46.45608337040493
2018,mt__veeder,47.491098274104445,0.0,Mt. Veeder,47.491098274104445
2019,mt__veeder,46.08796617067377,0.0,Mt. Veeder,46.08796617067377
2020,mt__veeder,50.24499810664849,0.0,Mt. Veeder,50.24499810664849
2021,mt__veeder,45.10176530742227,0.0,Mt. Veeder,45.10176530742227
2022,mt__veeder,52.03833354390177,0.0,Mt. Veeder,52.03833354390177
2023,mt__veeder,46.25459145416312,0.0,Mt. Veeder,46.25459145416312
2024,mt__veeder,49.30653025386057,0.0,Mt. Veeder,49.30653025386057
2014,napa_valley,24.942687582978863,0.0,Napa Valley,24.942687582978863
2016,napa_valley,37.53052405949981,0.0,Napa Valley,37.53052405949981
2018,napa_valley,45.38220140834049,0.0,Napa Valley,45.38220140834049
2019,napa_valley,39.61240896771815,0.0,Napa Valley,39.61240896771815
2020,napa_valley,48.2333237121342,0.0,Napa Valley,48.2333237121342
2021,napa_valley,43.67957607393634,0.0,Napa Valley,43.67957607393634
2022,napa_valley,51.08534461265618,0.0,Napa Valley,51.08534461265618
2023,napa_valley,45.47834258569554,0.0,Napa Valley,45.47834258569554
2024,napa_valley,48.52694304975036,0.0,Napa Valley,48.52694304975036
2014,north_coast,32.86454838821728,0.0,North Coast,32.86454838821728
2016,north_coast,33.03720325005655,0.0,North Coast,33.03720325005655
2018,north_coast,43.069730095326086,0.0,North Coast,43.069730095326086
2019,north_coast,36.08782815374597,0.0,North Coast,36.08782815374597
2020,north_coast,45.664690687005894,0.0,North Coast,45.664690687005894
2021,north_coast,39.50983482640944,0.0,North Coast,39.50983482640944
2022,north_coast,46.998638411546644,0.0,North Coast,46.998638411546644
2023,north_coast,42.194433877428594,0.0,North Coast,42.194433877428594
2024,north_coast,45.03274749881887,0.0,North Coast,45.03274749881887
2014,north_yuba,53.12885755949904,0.0,North Yuba,53.12885755949904
2016,north_yuba,50.863831588348084,0.0,North Yuba,50.863831588348084
2018,north_yuba,51.886885155334426,0.0,North Yuba,51.886885155334426
2019,north_yuba,49.197997578312744,0.0,North Yuba,49.197997578312744
2020,north_yuba,52.342628073873705,0.0,North Yuba,52.342628073873705
2021,north_yuba,46.330181792424455,0.0,North Yuba,46.330181792424455
2022,north_yuba,52.93885762368082,0.0,North Yuba,52.93885762368082
2023,north_yuba,48.226600106483616,0.0,North Yuba,48.226600106483616
2014,northern_sonoma,34.16155472271829,0.0,Northern Sonoma,34.16155472271829
2016,northern_sonoma,31.555196979774387,0.0,Northern Sonoma,31.555196979774387
2018,northern_sonoma,42.51489952258777,0.0,Northern Sonoma,42.51489952258777
2019,northern_sonoma,24.188672608688613,0.0,Northern Sonoma,24.188672608688613
2020,northern_sonoma,45.29155728963512,0.0,Northern Sonoma,45.29155728963512
2021,northern_sonoma,40.82270164402118,0.0,Northern Sonoma,40.82270164402118
2022,northern_sonoma,45.57912146196014,0.0,Northern Sonoma,45.57912146196014
2023,northern_sonoma,41.37206578422944,0.0,Northern Sonoma,41.37206578422944
2024,northern_sonoma,44.30019037974286,0.0,Northern Sonoma,44.30019037974286
2014,oak_knoll_district_of_napa_valley,49.56,0.0,Oak Knoll District of Napa Valley,49.56
2016,oak_knoll_district_of_napa_valley,46.5,0.0,Oak Knoll District of Napa Valley,46.5
2018,oak_knoll_district_of_napa_valley,47.55,0.0,Oak Knoll District of Napa Valley,47.55
2019,oak_knoll_district_of_napa_valley,47.42,0.0,Oak Knoll District of Napa Valley,47.42
2020,oak_knoll_district_of_napa_valley,50.29,0.0,Oak Knoll District of Napa Valley,50.29
2021,oak_knoll_district_of_napa_valley,45.160000000000004,0.0,Oak Knoll District of Napa Valley,45.160000000000004
2022,oak_knoll_district_of_napa_valley,52.11,0.0,Oak Knoll District of Napa Valley,52.11
2023,oak_knoll_district_of_napa_valley,46.300000000000004,0.0,Oak Knoll District of Napa Valley,46.300000000000004
2024,oak_knoll_district_of_napa_valley,49.36,0.0,Oak Knoll District of Napa Valley,49.36
2014,oakville,47.46139278971119,0.0,Oakville,47.46139278971119
2016,oakville,44.598319816414154,0.0,Oakville,44.598319816414154
2018,oakville,45.641827816057244,0.0,Oakville,45.641827816057244
2019,oakville,45.5893876001175,0.0,Oakville,45.5893876001175
2020,oakville,48.88235607808117,0.0,Oakville,48.88235607808117
2021,oakville,43.34779804801903,0.0,Oakville,43.34779804801903
2022,oakville,50.14521827204634,0.0,Oakville,50.14521827204634
2023,oakville,44.537712054131276,0.0,Oakville,44.537712054131276
2024,oakville,47.44075243212292,0.0,Oakville,47.44075243212292
2014,pacheco_pass,49.79,0.0,Pacheco Pass,49.79
2018,pacheco_pass,48.35,0.0,Pacheco Pass,48.35
2019,pacheco_pass,47.69,0.0,Pacheco Pass,47.69
2022,pacheco_pass,52.089999999999996,0.0,Pacheco Pass,52.089999999999996
2023,pacheco_pass,45.84,0.0,Pacheco Pass,45.84
2024,pacheco_pass,48.74,0.0,Pacheco Pass,48.74
2014,paicines,12.851454624902377,0.0,Paicines,12.851454624902377
2016,paicines,37.950733047052104,0.0,Paicines,37.950733047052104
2018,paicines,51.75566287698788,0.0,Paicines,51.75566287698788
2019,paicines,52.69408679317408,0.0,Paicines,52.69408679317408
2020,paicines,27.038539746919966,0.0,Paicines,27.038539746919966
2022,paicines,58.314502214530414,0.0,Paicines,58.314502214530414
2023,paicines,50.62917555705904,0.0,Paicines,50.62917555705904
2024,paicines,54.404442511824755,0.0,Paicines,54.404442511824755
2018,palos_verdes_peninsula,43.82,0.0,Palos Verdes Peninsula,43.82
2019,palos_verdes_peninsula,33.09,0.0,Palos Verdes Peninsula,33.09
2020,palos_verdes_peninsula,40.92,0.0,Palos Verdes Peninsula,40.92
2021,palos_verdes_peninsula,35.32,0.0,Palos Verdes Peninsula,35.32
2022,palos_verdes_peninsula,44.25,0.0,Palos Verdes Peninsula,44.25
2023,palos_verdes_peninsula,39.97,0.0,Palos Verdes Peninsula,39.97
2024,palos_verdes_peninsula,37.43,0.0,Palos Verdes Peninsula,37.43
2014,paso_robles,50.171664371632545,0.0,Paso Robles,50.171664371632545
2016,paso_robles,48.51350172387625,0.0,Paso Robles,48.51350172387625
2018,paso_robles,54.16783107888827,0.0,Paso Robles,54.16783107888827
2019,paso_robles,52.99800295623657,0.0,Paso Robles,52.99800295623657
2020,paso_robles,52.981461149749016,0.0,Paso Robles,52.981461149749016
2021,paso_robles,50.02358710808041,0.0,Paso Robles,50.02358710808041
2022,paso_robles,57.42707874498793,0.0,Paso Robles,57.42707874498793
2023,paso_robles,50.136881447613824,0.0,Paso Robles,50.136881447613824
2024,paso_robles,53.098881033009874,0.0,Paso Robles,53.098881033009874
2014,paso_robles_estrella_district,54.90140075362791,0.0,Paso Robles Estrella District,54.90140075362791
2016,paso_robles_estrella_district,52.87391427582455,0.0,Paso Robles Estrella District,52.87391427582455
2018,paso_robles_estrella_district,54.21163981727295,0.0,Paso Robles Estrella District,54.21163981727295
2019,paso_robles_estrella_district,53.484828555284565,0.0,Paso Robles Estrella District,53.484828555284565
2020,paso_robles_estrella_district,53.34863141834683,0.0,Paso Robles Estrella District,53.34863141834683
2021,paso_robles_estrella_district,50.694515652809145,0.0,Paso Robles Estrella District,50.694515652809145
2022,paso_robles_estrella_district,58.33942638397541,0.0,Paso Robles Estrella District,58.33942638397541
2023,paso_robles_estrella_district,50.72875812776718,0.0,Paso Robles Estrella District,50.72875812776718
2024,paso_robles_estrella_district,53.842226652319354,0.0,Paso Robles Estrella District,53.842226652319354
2014,paso_robles_geneseo_district,53.15,0.0,Paso Robles Geneseo District,53.15
2016,paso_robles_geneseo_district,51.25,0.0,Paso Robles Geneseo District,51.25
2018,paso_robles_geneseo_district,52.730000000000004,0.0,Paso Robles Geneseo District,52.730000000000004
2019,paso_robles_geneseo_district,51.03,0.0,Paso Robles Geneseo District,51.03
2020,paso_robles_geneseo_district,51.410000000000004,0.0,Paso Robles Geneseo District,51.410000000000004
2021,paso_robles_geneseo_district,48.03,0.0,Paso Robles Geneseo District,48.03
2022,paso_robles_geneseo_district,55.660000000000004,0.0,Paso Robles Geneseo District,55.660000000000004
2023,paso_robles_geneseo_district,48.61,0.0,Paso Robles Geneseo District,48.61
2024,paso_robles_geneseo_district,51.25,0.0,Paso Robles Geneseo District,51.25
2014,paso_robles_highlands_district,59.025524846031274,0.0,Paso Robles Highlands District,59.025524846031274
2016,paso_robles_highlands_district,57.116126287514895,0.0,Paso Robles Highlands District,57.116126287514895
2018,paso_robles_highlands_district,57.797217459587515,0.0,Paso Robles Highlands District,57.797217459587515
2019,paso_robles_highlands_district,57.23152842437763,0.0,Paso Robles Highlands District,57.23152842437763
2020,paso_robles_highlands_district,56.96068063486351,0.0,Paso Robles Highlands District,56.96068063486351
2021,paso_robles_highlands_district,54.830893888841764,0.0,Paso Robles Highlands District,54.830893888841764
2022,paso_robles_highlands_district,61.045181654098435,0.0,Paso Robles Highlands District,61.045181654098435
2023,paso_robles_highlands_district,53.16540111113229,0.0,Paso Robles Highlands District,53.16540111113229
2024,paso_robles_highlands_district,57.06593656854325,0.0,Paso Robles Highlands District,57.06593656854325
2014,paso_robles_willow_creek_district,46.73921505563571,0.0,Paso Robles Willow Creek District,46.73921505563571
2016,paso_robles_willow_creek_district,44.97843553541838,0.0,Paso Robles Willow Creek District,44.97843553541838
2018,paso_robles_willow_creek_district,52.57247357867826,0.0,Paso Robles Willow Creek District,52.57247357867826
2019,paso_robles_willow_creek_district,50.80494701309038,0.0,Paso Robles Willow Creek District,50.80494701309038
2020,paso_robles_willow_creek_district,51.259622215110234,0.0,Paso Robles Willow Creek District,51.259622215110234
2021,paso_robles_willow_creek_district,47.85118725215956,0.0,Paso Robles Willow Creek District,47.85118725215956
2022,paso_robles_willow_creek_district,55.45678801539562,0.0,Paso Robles Willow Creek District,55.45678801539562
2023,paso_robles_willow_creek_district,48.43308250694067,0.0,Paso Robles Willow Creek District,48.43308250694067
